"AE4301","Automatic Flight Control System Design","Classical control is still predominantly used in aerospace industry
for the design and analysis of automatic flight control systems.
Various existing control systems such as Stability Augmentation
Systems (SAS), Control Augmentation Systems (CAS) and fly-bywire
systems are reviewed in detail. The emphasis of the course
lies in demonstrating, through application of classical frequency
domain and state space techniques, how to design systems that
fulfill the requirements imposed by the aviation authorities, with
emphasis on understanding the benefits and limitations of such
systems.","After this course the student should be able to:

- substantiate the function of a Flight Control
System(FCS) in civil/military aviation.

- apply the theory of flight dynamics and control
to FCS design.

- verify if a given FCS satisfies the handling qualities
criteria.

- design static and dynamic stability augmentation systems.

- design all longitudinal and lateral autopilot modes.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35358&&SIS_SwitchLang=en"
"AE4301P","Exercise Automatic Flight Control System Design","The goal is to design a control system using classical control
theory. The control design is in fact a simple version of a military
jet aircraft flight control system. The flight control system consists
of two parts, namely the design of a pitch rate command system
satisfying CAP/Gibson MIL-specifications and the design of a terrain following command system using optimal control.","To become familiar with classical flight controllers and their
design, and to gain insight in handling qualities of open-loop and controlled aircraft","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35359&&SIS_SwitchLang=en"
"AE4W21-14","Wind Turbine Aeroelasticity","1. Dynamic loads relevant for wind turbines, including wind shear, wind gusts, yawed operation, collective blade pitch actions, tower shadow and gravity forces action upon the blades.
2. Structural dynamics of rotor blades, rotor and tower.
3. Principles of coupling the aerodynamic and gravitational forces with structural model.
4. Basic principles of rotor load control.
5. Basic design principles for wind turbine blades.
6. Application of obtained knowledge to software packages.","General course objectives:
The course is intended for students that already have some background in wind turbine design.

The course will provide the students with an introduction to general and wind turbine specific aeroelastic phenomena and how to couple various structural and aerodynamic models in an aeroelastic setup. The course participants will be able to calculate the aeroelastic response of a wind turbine construction on time varying loads originating from atmospheric turbulence, wind gusts, wind shear, yaw, tower shadow as well as gravity and inertial loads.

Learning objectives:
A student who has met the objectives of the course will be able to:
1. understand which aeroelastic principles are important for wind turbines.
2. explain the contribution of the different wind turbine components on the resulting time responses.
3. apply the knowledge to in-house and commercial software.
4. design a wind turbine blade using the software.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35351&&SIS_SwitchLang=en"
"AE4322","Piloted Flight Simulation","Lecture topics, not necessarily in chronological order
1) Introduction to piloted flight simulation, including fidelity considerations
2) Use of piloted flight simulation, including training and qualification
3) Simulator sub-systems
4) Modelling of vehicle dynamics
5) Real-time software engineering
6) Distributed simulation
7) Motion bases, including cueing
8) Visual systems, including image generation","1) The student has a good understanding of the use cases of piloted flight simulators and the resulting (sub-)system requirements.
2) The student can describe in detail the working principles of piloted flight simulator subsystems.
3) The student can identify the design choices for a flight simulator's functionalities, distinguish strong and weak points, as well as relate these to the simulator's intended use.
4) The student can apply this knowledge in an operational context, e.g. in a flight training centre or a simulator manufacturing plant.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37689&&SIS_SwitchLang=en"
"TN2785","Physical Transport Phenomena","Conservation laws and Marcoscopic and microspic balance equations for mass, momementum and energy. Dimensionaless numbers, dimensional analysis. Hydrodynamic forces on solid bodies. Convective and diffusive transport or mass, momentum and energy. Heat and mass transfer, Nusselt and Sherwood relations. Thermal radiation. Techniocal fluid dynamics. Laminar flows of newtonian and non-Newtonian fluids.","1. Acquiring basic knowledge of in the field of Transport Phenomena.
2. Acquiring insight in the role that transport phenomena play in nature, technology, en daily life, and the consequences for the possibilities and limitations of technical solutions for societal problems.
3. being able to recognize and analyse the relevant mechanisms which lead to the transport of mass, momentum and energy, and being able to set up and solve the resulting balance equations.
4. being able to (quantitatively) solve balance equations in the field of transport phenomena,in relation to applications in physics, process technology, energy technology, environmental technology and daily life, makling use of (approxiating)theoretical analytical and numerical methods.
5. being able to judge the cotrrectness of obtained and postulated solutions and theoretical equations (based on, amongst others, dimensional analysis, order of magnitude estimates, empiricism, and rational engineering arguments.)","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37022&&SIS_SwitchLang=en"
"AE4W13","Site Conditions for Wind Turbine Design"," Introduction: overview, recap wind tubine design
 Basic meteorology: Planetary Boundary Layer
 Basic turbulence: characteristics; micro and macro scales;
closure problem
 Dimensional analysis: log profile; vortex stretching
 Wind power meteorology
 Measurement instruments
 Basic stochastics, random variables
 Offshore wind climate
 Wind waves and currents
 Databases of site data
 Example analysis site data
 Practical analysis site data (a.o. extrapolation to 50 year wind, weather windows)
 Remote sensing
 Wind power forecast
 External conditions in standards
 Simulation of turbulence and gusts","After successfully completing the course, students will be able to:
 provide an overview of site data which is required for wind turbine design, operation and siting
 explain the basics of wind power meteo
 follow expert presentations / publications on main points
 apply analysis methods to convert basic site data to wind turbine design parameters","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35349&&SIS_SwitchLang=en"
"WI2056LR","Systems Theory","Modelling and analysis of input-output systems. Linearization, stability, controllability and observability. Manipulation of system behaviour by feedback control. State reconstruction by observer. System description in frequency domain (Laplace domain), composition of systems in frequency domain.","After completion of the course the student is familiar with notions like system, state, controllability, observability, stability, stabilizability, feedback, transfer function, realization. He or she will be able to linearize a nonlinear system around a given solution, will know how to investigate whether or not a linear system is stable, controllable and/or observable and will be able to design a feedback control to improve the system's behaviour or to restrict the influence of noise. A succesful student will be familiar both with a time domain description and with a frequency domain description of a linear system and will be able to construct various realizations of a given transfer function.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35362&&SIS_SwitchLang=en"
"GEO1005","Spatial Decision Support for Planning and Crisis Management","Spatial Decision Support Systems (SDSS) provide computerized assistance to decision-makers in development, evaluation and selection of alternatives for policies, plans, scenarios, projects or interventions where the problems have a geographic or spatial component. This refers to both long-term decision-making (e.g. planning for sustainable places, mitigating hazards, infrastructure management, and strategic business planning) and short-term time critical decisions such as emergency response and resource logistics. This course provides a basic knowledge on theoretical aspects of SDSS and concentrates on SDSS for two representative domains: urban planning and crisis management. While in urban planning the time span is months and years with the general goal of sustainable development, crisis management requires information and decisions in hours and the goal is saving human lives and limiting damages on property.

The course consists of three parts:

Part 1.
General introduction to SDSS. Components, functionalities, including geographic analysis, simulations (what-if scenarios), and interaction; spatial (and often spatio-temporal) character of SDSS and the difference with GIS, integration of heterogeneous spatial information, technologies for developing of SDSS. Basic difference between SDSS, planning support systems (PSS) and GIS are explained.

Part 2.
SDSS in urban planning: The city as a dually complex system is introduced and what this means for decision making. Background information of the urban planning and design processes and the needed geo-information, analyses and visualization through the entire process of spatial planning and modelling are introduced. Finally Geo-design as one way of creative decision support is presented. The lectures are accompanied with Labs, where students can test examples of different Planning Support Systems and question their qualities and problem critically.

Part 3.
SDSS in crisis response: short introduction on the characteristics (processes and tasks) of rescuers and the needed/used geographical information and spatial analysis. SDSS systems for collecting and analysing information with emphasis on command and control systems, supporting spatial-temporal models, volunteer geographical information, crowdsouring and specific spatial analysis (such as navigation for rescue and evacuation).","After the course the student is able to:

1. describe the dual complexity of the city and identify the consequences for SDSS
2. describe basic terms, concepts and technologies underlying SDSS
4. compare, analyze and evaluate approaches and SDSS models for various urban applications
5. compare, analyze and develop SDSS to support decision support in crisis management
6. compare SDSS for long-term and short-term decision-making and evaluate the needed geo-information and spatial functionality","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=34663&&SIS_SwitchLang=en"
"SET3012","Renewable Energy","The course Renewable Energy SET3012 introduces main renewable energy technologies, including solar, wind, nuclear and hydro power, biofuels and renewable energy storage. Besides those technologies the current energy use and supply, and the pollution in relation to global warming is discussed. Furthermore sustainability is discussed from an ethical perspective and from the emerging dependence on certain critical materials.","After completion of the course students will:
- have insight in the main drivers for renewable energies
- have an introduction to specific renewable energy technologies
- will know about climate effects of current fossil fuel exhausts
- will have an introduction to sustainability from an ethical perspective
- will know about specific critical materials issues","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37322&&SIS_SwitchLang=en"
"AR9330","Regional Strategies & Territorial Governance","In the methodology course, Regional Strategies & Territorial Governance students are introduced to the general concepts of contemporary strategic planning in Europe. Students are expected to develop a critical stand on current planning trends in Western Europe and particularly in The Randstad-Holland as a study case. They are encouraged to seek for original planning alternatives for the area chosen in the Urban Region Networks Design Studio.
The course is composed by [1] theoretical lectures about strategic planning methodology for the networked city region, [2] seminars on cases presented by the students.","The student:
- has knowledge and understanding of the relevance of different approaches and methods of strategic planning and design
- has knowledge and ability of critical interpretation of different international practices concerning strategic planning, regional spatial development strategies and mobility networks
- has knowledge and understanding of the role of planners, designers and other relevant professionals in the development process of an urban project
- has ability to evaluate and compare approaches recognizing the importance of local conditions
- has awareness of the need to design specific planning and design tools to meet the challenges of particular conditions","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=34943&&SIS_SwitchLang=en"
"AR9200","Constructing the Sustainable Delta City Studio","The studio concentrates on the design for a transformation of a complex urbanized landscape, former industrial or port-site including one of the big cities of the Netherlands. The assignment addresses the spatial and economic as well as the social and cultural dimensions of the transformation, and discusses the understanding of Landscape Urbanism.
The studio addresses the relation between master-plan for the site as a whole and the strategic meaning of design projects on the urban scale of a neighbourhood. The issue of time layering and the time dimensions of the transformation-process will play an important role.","The student:
- has knowledge of contemporary developments in research and design practice concerning urban engineering, landscape urbanism and city design, in particular the importance to develop flexible and sustainable urban projects
- has understanding of the design-considerations and the social, spatial and economic processes underlying the transformations of large urban areas within the contemporary European metropolis
- has ability to apply urban analysis and design methods and techniques
- has the ability to integrate landscape and urban design into one project","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=34944&&SIS_SwitchLang=en"
"AR9320","Design & Planning Support Tools","The objective of this course is to introduce the students with different design support tools. The variety of tools allows the students to support planning and design decisions from the building to the regional scale.

Two interrelated parts constitute the course:

 Space Syntax
 GIS (Geographical Information Systems)

Space Syntax allows to analyse how the layout of the build environment influences the social, economic and environmental performance of places from the scale of the entire city to the scale of the individual street and building. Space syntax allows to measure the strength of spatial layouts, both existing and proposed, and to interpret how spatial layouts impact the way that people move, interact and transact in streets and buildings.

A geographic information system (GIS) is a tool that integrates hardware, software and data for capturing, managing, analysing, and displaying all forms of geographically referenced information. The GIS session focus each on different spatial aspects: demographical distribution, different forms of density and accessibility. Spatial research questions for all these aspects are developed and the students are introduced to the different tools that are provided by ArcGIS to investigate them.","The aim of this technology-based course is to underpin strategic design scenarios through using and developing representation and evaluation models. Likewise, the representation and evaluation models will be used to support the decision making process in a transparent, scientific, accurate, accelerated and flexible manner. At the end of the semester students will be able to propose own ideas on how to approach problems during planning and design process through scientific grounded tools.

At the completion of this course students
 will have a basic understanding of different (urban) design support tools and the related software;
 will be able to perform spatial analyses and modelling of their research areas.
 will be able to use the introduced tools to support their research process in a transparent, scientific, accurate, and flexible manner
 will understand some of the key methodological problems, limits and restrictions of (urban) modelling and analyses.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=34941&&SIS_SwitchLang=en"
"GEO1006","Geo Database Management Systems","This course is about managing geo-information in a database management system (DBMS). The geo-DBMS is the central component of the geo-information chain. All information observed and interpreted should be managed in a manner that supports further use, so the Geo-DBMS is the end-point of data collected. Analysis, visualizing and (web-) dissemination of the geo-information start from the geo-DBMS. It is crucial that the content of the geo-DBMS is clear (the information model and its associated semantics) to the users, but also that it is high performant, as the geo-data volumes are often very high and especially in a web-based environment there may be many uses. The course consists of three parts; the first two concern introductions. The main part is devoted to spatial modelling and geo-DBMS. More specifically the three parts cover:
1. Introduction object-oriented information modelling: UML and more specifically class diagram to create conceptual models. Mastering (and applying in design) the key notions such as: Class, Abstract Class, Identifiers, Instances, Attribute, Operation, Association, Generalization, Aggregation, Composition, Multiplicity, Note, Constraint, Package, Stereotype, etc.
2. Introduction relational database management systems: the relational model, SQL DDL (schema definition) and DML (queries). Relational algebra. Some implementation issues (clustering and indexing techniques, such as the b-tree, primary and foreign key constructions supporting referential integrity).
3. Spatial databases: theoretical aspects of spatial modelling (object and field models), DBMS-GIS architectures (dual, layered, integrated), spatial-temporal data model, Abstract Data Types (ADTs) for geometric primitives, topology model (ISO 19107), temporal aspects, spatial indexing (quad tree, r-tree, field-tree), spatial data clustering (Hilbert, Morton, Cantor, row, row prime, etc.), geo-DBMSs (data modelling, structures, queries, visualisation), (non-)commercial systems (Oracle Spatial, PostGIS, etc.). One or more advanced topics: 3D, Raster, Point cloud data, Simplicial complexes, Geo-OCL, Vario-scale, 5D modelling (deeply integrated 3D space, time and scale).","After the course the student is able to:
- Students can infer the implications for the real world situation that is described by the diagram complex UML class diagrams.
Students can convert a descriptive text into a UML diagrams
Students can create a DBMS schema to store the information for a real life situation.
- Students can apply the SQL Query language to query a DBMS: More specific: A student knows how to: join two or more tables, How to aggregate data, make meaningful selections, aggregate data, use subqueries.
- Student can transform simple SQL statements into relations algebra that contain the following algebraic operations: SELECT PROJECT JOIN UNION DIFFERENCE
- Students knows the difference between: primary keys, foreign keys, indexing and clustering and knows to when apply these techniques to improve database performance for a given database.
- retrieve (select) and update information from the database using SQL (including joins) and optimise the implementation based on standard database techniques (primary/foreign key, indexing and clustering)
- understand the differences of spatial data and design a conceptual model for a spatial information system, translate the spatial conceptual model in a relational database with spatial extension, op-timize the implementation of spatial databases (spatial clustering indexing, spatial constraints,...) and retrieve and update spatial data using spatial operations (both geometric and topological) in the selection in combination with non-spatial predicates
- understand some advanced topics: spatial-temporal modelling, 3D modelling, vario- or multiscale modelling, Spatial OCL (Object Constraint Language) formalization, routing, TIN, point clouds, ef-ficient raster data management, and 5D modelling.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=34703&&SIS_SwitchLang=en"
